Date,Open,High,Low,Close,Adj Close,Volume
2019-09-13,163.199997,168.259995,161.600006,167.449997,167.176880,111300
2019-09-16,167.000000,170.139999,165.350006,166.919998,166.647736,116600
2019-09-17,166.429993,166.970001,163.710007,164.389999,164.121872,72100
2019-09-18,164.630005,165.509995,163.410004,165.210007,164.940536,154200
2019-09-19,165.550003,165.889999,162.130005,162.690002,162.424637,100500
2019-09-20,162.429993,167.289993,162.110001,166.820007,166.547913,257900
2019-09-23,166.080002,168.559998,165.580002,168.000000,167.725983,113000
2019-09-24,168.350006,168.410004,163.320007,165.100006,164.830719,181900
2019-09-25,165.500000,170.619995,162.339996,169.850006,169.572968,101500
2019-09-26,169.539993,170.649994,163.789993,164.110001,163.842331,88900
2019-09-27,165.110001,166.880005,162.509995,164.869995,164.601074,86600
2019-09-30,165.050003,167.250000,165.050003,165.910004,165.639389,108500
2019-10-01,166.649994,167.770004,158.050003,158.429993,158.171585,90000
2019-10-02,157.460007,158.660004,153.990005,157.660004,157.402847,81100
2019-10-03,156.970001,158.220001,153.580002,155.910004,155.655701,71000
2019-10-04,156.300003,157.580002,155.630005,157.320007,157.063400,69000
2019-10-07,156.649994,158.550003,154.889999,157.619995,157.362900,107800
2019-10-08,156.460007,157.169998,152.550003,153.020004,152.770416,46400
2019-10-09,154.759995,161.559998,153.690002,155.699997,155.446045,66000
2019-10-10,156.029999,157.860001,154.889999,156.220001,155.965195,57600
2019-10-11,156.729996,161.850006,154.250000,159.789993,159.529358,78200
2019-10-14,159.000000,160.240005,157.839996,159.500000,159.239838,73300
2019-10-15,159.789993,163.399994,159.059998,161.710007,161.446243,69500
2019-10-16,160.949997,163.320007,159.830002,160.869995,160.607605,106200
2019-10-17,161.600006,164.699997,160.259995,164.330002,164.061966,100000
2019-10-18,163.320007,164.179993,162.210007,162.869995,162.604340,87500
2019-10-21,163.820007,164.509995,162.250000,163.470001,163.203369,79300
2019-10-22,162.940002,164.539993,160.369995,160.800003,160.537720,76300
2019-10-23,160.320007,160.940002,157.820007,158.169998,157.912003,103700
2019-10-24,158.970001,159.419998,154.490005,159.270004,159.010223,76800
2019-10-25,159.089996,161.429993,157.690002,160.050003,159.788956,85500
2019-10-28,161.070007,162.589996,160.539993,162.360001,162.095184,91900
2019-10-29,161.850006,163.710007,161.580002,163.399994,163.133469,67100
2019-10-30,163.190002,163.190002,160.740005,162.490005,162.224976,79000
2019-10-31,162.179993,162.179993,158.529999,160.440002,160.178314,86900
2019-11-01,163.649994,168.190002,159.770004,162.929993,162.664246,115800
2019-11-04,163.509995,164.449997,161.779999,163.910004,163.642654,70700
2019-11-05,164.050003,165.710007,163.240005,163.270004,163.003693,85700
2019-11-06,163.410004,166.750000,163.119995,165.660004,165.389801,71300
2019-11-07,167.020004,168.029999,166.500000,167.440002,167.166901,69500
2019-11-08,167.339996,168.149994,164.449997,167.309998,167.037094,56000
2019-11-11,166.259995,166.860001,164.839996,166.369995,166.098633,66500
2019-11-12,166.830002,167.440002,165.509995,166.229996,165.958862,38100
2019-11-13,165.210007,165.970001,163.910004,165.259995,164.990448,52100
2019-11-14,159.619995,163.529999,159.619995,160.690002,160.427902,61000
2019-11-15,162.080002,163.809998,161.759995,162.830002,162.564407,72500
2019-11-18,161.649994,164.500000,158.570007,160.240005,159.978638,78000
2019-11-19,160.979996,162.429993,160.039993,161.110001,160.847214,77900
2019-11-20,160.619995,161.899994,154.600006,155.449997,155.196442,129400
2019-11-21,156.240005,158.130005,153.899994,157.949997,157.692368,80800
2019-11-22,158.419998,162.229996,157.169998,161.889999,161.625946,76300
2019-11-25,162.589996,166.250000,162.589996,165.809998,165.539551,76300
2019-11-26,165.389999,166.809998,164.169998,166.229996,165.958862,59800
2019-11-27,166.210007,167.419998,164.619995,166.649994,166.378174,58500
2019-11-29,166.000000,166.839996,165.149994,165.880005,165.609436,25200
2019-12-02,165.869995,166.750000,161.500000,162.559998,162.294846,57900
2019-12-03,160.679993,162.820007,159.759995,162.009995,161.745743,53900
2019-12-04,162.789993,164.619995,161.179993,161.839996,161.576019,54700
2019-12-05,161.919998,164.350006,161.919998,163.960007,163.692581,43500
2019-12-06,164.720001,167.350006,164.720001,165.250000,164.980469,73300
2019-12-09,164.720001,165.699997,163.259995,164.690002,164.421387,53200
2019-12-10,164.750000,165.089996,162.589996,162.860001,162.594360,72900
2019-12-11,163.399994,169.520004,162.929993,169.289993,169.013870,67000
2019-12-12,168.449997,174.940002,168.250000,174.169998,173.885910,101400
2019-12-13,173.440002,174.039993,169.839996,170.279999,170.002258,106300
2019-12-16,171.979996,171.979996,163.259995,163.600006,163.333160,104800
2019-12-17,164.050003,164.119995,155.449997,156.250000,155.995148,169000
2019-12-18,156.539993,160.869995,155.199997,159.479996,159.219864,90600
2019-12-19,159.500000,160.000000,157.529999,157.800003,157.542618,87300
2019-12-20,157.889999,159.270004,156.820007,157.350006,157.093353,130500
2019-12-23,157.600006,159.320007,156.619995,158.850006,158.590912,91200
2019-12-24,159.360001,159.979996,158.669998,158.880005,158.620865,18000
2019-12-26,158.940002,159.119995,156.910004,159.119995,158.860458,32200
2019-12-27,159.500000,159.500000,157.800003,158.990005,158.730682,54400
2019-12-30,159.110001,159.229996,157.029999,157.660004,157.402847,61300
2019-12-31,157.699997,159.889999,156.570007,158.339996,158.081726,89700
2020-01-02,159.550003,160.750000,157.139999,160.570007,160.308105,112100
2020-01-03,159.029999,162.649994,158.770004,162.289993,162.025284,116500
2020-01-06,161.789993,163.369995,159.369995,163.190002,162.923828,104800
2020-01-07,162.809998,165.559998,161.440002,165.529999,165.260010,86900
2020-01-08,165.690002,168.380005,165.059998,167.139999,166.867386,121900
2020-01-09,167.619995,168.460007,165.509995,166.130005,165.859039,125300
2020-01-10,166.210007,166.669998,163.880005,164.610001,164.341507,56000
2020-01-13,164.389999,168.649994,164.389999,168.630005,168.354950,69000
2020-01-14,168.080002,172.589996,168.020004,170.559998,170.281799,109900
2020-01-15,170.110001,172.820007,170.100006,170.990005,170.711105,69800
2020-01-16,171.949997,175.279999,171.880005,175.139999,174.854324,68900
2020-01-17,176.389999,176.429993,174.210007,174.350006,174.065628,63300
2020-01-21,173.490005,175.389999,172.110001,172.580002,172.298508,66600
2020-01-22,173.380005,174.520004,170.500000,170.889999,170.611267,96800
2020-01-23,170.190002,170.190002,166.320007,166.520004,166.248398,108500
2020-01-24,166.570007,166.570007,162.050003,162.580002,162.314819,118700
2020-01-27,159.679993,162.860001,157.740005,161.529999,161.266525,119800
2020-01-28,162.520004,164.500000,160.869995,164.039993,163.772430,65600
2020-01-29,164.240005,165.580002,162.710007,162.970001,162.704178,51300
2020-01-30,161.630005,164.419998,161.630005,162.979996,162.714157,59000
2020-01-31,162.279999,162.589996,154.869995,155.509995,155.256348,72400
2020-02-03,156.389999,158.240005,152.809998,153.589996,153.339478,103800
2020-02-04,156.759995,174.259995,154.000000,173.580002,173.296875,149500
2020-02-05,175.809998,180.899994,175.479996,178.860001,178.568268,137800
2020-02-06,177.199997,182.250000,175.960007,181.389999,181.094131,97300
2020-02-07,179.729996,181.860001,178.270004,179.970001,179.676453,58800
2020-02-10,180.000000,182.139999,178.020004,179.300003,179.007553,83100
2020-02-11,180.220001,183.100006,180.110001,181.119995,180.824570,76100
2020-02-12,182.490005,185.059998,180.970001,181.970001,181.673187,73700
2020-02-13,181.009995,183.250000,179.350006,180.429993,180.135696,87600
2020-02-14,180.679993,182.589996,178.729996,178.800003,178.508362,80900
2020-02-18,177.889999,179.800003,177.600006,177.720001,177.430130,56300
2020-02-19,178.279999,179.399994,175.380005,175.690002,175.403442,68300
2020-02-20,174.889999,181.729996,174.889999,181.369995,181.074173,54500
2020-02-21,181.309998,181.309998,178.770004,179.110001,178.817856,42900
2020-02-24,172.309998,177.580002,172.309998,177.000000,176.711304,75700
2020-02-25,177.199997,178.580002,173.410004,177.000000,176.711304,161900
2020-02-26,178.100006,179.259995,176.039993,177.000000,176.711304,124200
2020-02-27,173.630005,180.899994,173.169998,177.000000,176.711304,189300
2020-02-28,171.229996,173.429993,164.070007,171.190002,170.910782,315900
2020-03-02,171.779999,174.449997,165.470001,170.729996,170.451523,89500
2020-03-03,170.630005,176.929993,166.839996,167.759995,167.486359,78800
2020-03-04,169.929993,174.399994,167.410004,173.009995,172.727798,87500
2020-03-05,169.490005,170.300003,161.000000,162.979996,162.714157,79200
2020-03-06,158.149994,162.520004,154.160004,157.470001,157.213150,134900
2020-03-09,148.169998,152.660004,144.240005,145.710007,145.472336,153200
2020-03-10,149.880005,150.360001,143.619995,148.979996,148.737000,175500
2020-03-11,144.949997,146.770004,138.419998,140.410004,140.180984,114800
2020-03-12,130.809998,130.809998,110.970001,111.449997,111.268211,168100
2020-03-13,113.730003,125.860001,109.559998,125.860001,125.654716,195600
2020-03-16,102.830002,111.449997,93.260002,97.610001,97.450790,196700
2020-03-17,98.349998,118.959999,96.480003,118.430000,118.236832,200500
2020-03-18,109.339996,115.000000,83.160004,85.680000,85.540253,217700
2020-03-19,85.309998,101.180000,80.489998,96.709999,96.552254,221200
